
Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 68, 39, 59, 51, 77]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,68,6.325), (68,39,17.029), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,1,65.115)]
Costo asociado: 175.802      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 61, 40, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,61,8.062), (61,40,2.236), (40,32,12.0), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.994      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 24, 13, 31, 7, 25, 35, 53]
Aristas: [(1,63,54.406), (63,24,8.602), (24,13,7.616), (13,31,18.028), (31,7,5.831), (7,25,4.0), (25,35,8.944), (35,53,10.05), (53,1,73.171)]
Costo asociado: 190.648      Capacidad: 98.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 29, 80, 49, 15, 9]
Aristas: [(1,64,58.694), (64,12,6.708), (12,29,14.213), (29,80,6.325), (80,49,10.817), (49,15,20.224), (15,9,46.141), (9,1,95.859)]
Costo asociado: 258.981      Capacidad: 98.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 33, 5, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,33,10.0), (33,5,17.72), (5,55,38.079), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 270.894      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 19, 20]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,19,27.659), (19,20,78.339), (20,1,101.833)]
Costo asociado: 318.648      Capacidad: 98.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 57, 70, 48, 27, 36, 66]
Aristas: [(1,56,94.515), (56,10,11.402), (10,57,24.331), (57,70,5.657), (70,48,11.18), (48,27,15.0), (27,36,13.0), (36,66,11.18), (66,1,119.971)]
Costo asociado: 306.236      Capacidad: 63.0
--> Costo total: 2197.6839999999997          Capacidad total: 942.0
+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO +-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 68, 77, 51, 59, 39]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,68,6.325), (68,77,24.083), (77,51,7.071), (51,59,15.264), (59,39,5.385), (39,1,51.088)]
Costo asociado: 168.829      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 61, 40, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,61,8.062), (61,40,2.236), (40,32,12.0), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.994      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 24, 13, 31, 7, 25, 9]
Aristas: [(1,63,54.406), (63,24,8.602), (24,13,7.616), (13,31,18.028), (31,7,5.831), (7,25,4.0), (25,9,22.361), (9,1,95.859)]
Costo asociado: 216.70299999999997      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 29, 15, 49, 80, 35, 53]
Aristas: [(1,64,58.694), (64,12,6.708), (12,29,14.213), (29,15,12.806), (15,49,20.224), (49,80,10.817), (80,35,12.207), (35,53,10.05), (53,1,73.171)]
Costo asociado: 218.89      Capacidad: 97.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 5, 33, 23, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,5,18.439), (5,33,17.72), (33,23,10.0), (23,55,22.361), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 270.453      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 19, 20]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,19,27.659), (19,20,78.339), (20,1,101.833)]
Costo asociado: 318.648      Capacidad: 98.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 57, 70, 48, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,57,24.331), (57,70,5.657), (70,48,11.18), (48,66,16.643), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 301.807      Capacidad: 63.0
--> Costo total: 2169.932          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 32  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((48,27,15.0),4), ((66,1,119.971),4), ((48,66,16.643),2), ((27,1,113.899),2), ((68,39,17.029),6), ((77,1,65.115),6), ((77,68,24.083),4), ((39,1,51.088),4), ((29,80,6.325),7), ((15,35,23.087),7), ((29,15,12.806),5), ((80,35,12.207),5), ((75,61,8.062),2), ((28,6,12.083),2), ((28,75,19.313),1), ((61,6,18.439),1), ((55,34,14.318),3), ((16,42,7.81),3), ((55,16,20.616),2), ((34,42,13.0),2), ((29,15,12.806),4), ((35,53,10.05),4), ((35,29,12.042),3), ((15,53,13.416),3), ((25,9,22.361),5), ((6,45,5.0),5), ((25,45,19.416),4), ((6,9,36.056),4), ((75,61,8.062),6), ((32,18,2.0),6), ((75,32,12.728),5), ((61,18,10.05),5), ((58,62,8.062),7), ((69,1,97.529),7), ((58,69,15.811),6), ((62,1,97.637),6), ((57,70,5.657),8), ((66,36,11.18),8), ((48,66,16.643),8), ((66,57,16.553),7), ((48,36,23.324),7), ((66,70,11.402),7), ((80,35,12.207),15), ((53,1,73.171),15), ((80,53,8.0),13), ((35,1,75.505),13)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 68, 77, 51, 59, 39]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,68,6.325), (68,77,24.083), (77,51,7.071), (51,59,15.264), (59,39,5.385), (39,1,51.088)]
Costo asociado: 168.829      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 61, 40, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,61,8.062), (61,40,2.236), (40,32,12.0), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.994      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 24, 13, 31, 7, 25, 9]
Aristas: [(1,63,54.406), (63,24,8.602), (24,13,7.616), (13,31,18.028), (31,7,5.831), (7,25,4.0), (25,9,22.361), (9,1,95.859)]
Costo asociado: 216.70299999999997      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 29, 15, 49, 80, 53, 35]
Aristas: [(1,64,58.694), (64,12,6.708), (12,29,14.213), (29,15,12.806), (15,49,20.224), (49,80,10.817), (80,53,8.0), (53,35,10.05), (35,1,75.505)]
Costo asociado: 217.017      Capacidad: 97.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 5, 33, 23, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,5,18.439), (5,33,17.72), (33,23,10.0), (23,55,22.361), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 270.453      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 19, 20]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,19,27.659), (19,20,78.339), (20,1,101.833)]
Costo asociado: 318.648      Capacidad: 98.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 57, 70, 48, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,57,24.331), (57,70,5.657), (70,48,11.18), (48,66,16.643), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 301.807      Capacidad: 63.0
--> Costo total: 2213.827          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 33  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((48,27,15.0),3), ((66,1,119.971),3), ((48,66,16.643),1), ((27,1,113.899),1), ((68,39,17.029),5), ((77,1,65.115),5), ((77,68,24.083),3), ((39,1,51.088),3), ((29,80,6.325),6), ((15,35,23.087),6), ((29,15,12.806),4), ((80,35,12.207),4), ((75,61,8.062),1), ((28,6,12.083),1), ((55,34,14.318),2), ((16,42,7.81),2), ((55,16,20.616),1), ((34,42,13.0),1), ((29,15,12.806),3), ((35,53,10.05),3), ((35,29,12.042),2), ((15,53,13.416),2), ((25,9,22.361),4), ((6,45,5.0),4), ((25,45,19.416),3), ((6,9,36.056),3), ((75,61,8.062),5), ((32,18,2.0),5), ((75,32,12.728),4), ((61,18,10.05),4), ((58,62,8.062),6), ((69,1,97.529),6), ((58,69,15.811),5), ((62,1,97.637),5), ((57,70,5.657),7), ((66,36,11.18),7), ((48,66,16.643),7), ((66,57,16.553),6), ((48,36,23.324),6), ((66,70,11.402),6), ((80,35,12.207),14), ((53,1,73.171),14), ((80,53,8.0),12), ((35,1,75.505),12), ((65,47,12.042),9), ((47,76,18.111),9), ((70,48,11.18),9), ((47,48,23.431),8), ((65,76,30.017),8), ((70,47,31.78),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 68, 77, 51, 59, 39]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,68,6.325), (68,77,24.083), (77,51,7.071), (51,59,15.264), (59,39,5.385), (39,1,51.088)]
Costo asociado: 168.829      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 61, 40, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,61,8.062), (61,40,2.236), (40,32,12.0), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.994      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 24, 13, 31, 7, 25, 9]
Aristas: [(1,63,54.406), (63,24,8.602), (24,13,7.616), (13,31,18.028), (31,7,5.831), (7,25,4.0), (25,9,22.361), (9,1,95.859)]
Costo asociado: 216.70299999999997      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 29, 15, 49, 80, 53, 35]
Aristas: [(1,64,58.694), (64,12,6.708), (12,29,14.213), (29,15,12.806), (15,49,20.224), (49,80,10.817), (80,53,8.0), (53,35,10.05), (35,1,75.505)]
Costo asociado: 217.017      Capacidad: 97.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 5, 33, 23, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,5,18.439), (5,33,17.72), (33,23,10.0), (23,55,22.361), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 270.453      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 19, 20]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,19,27.659), (19,20,78.339), (20,1,101.833)]
Costo asociado: 318.648      Capacidad: 98.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 57, 70, 48, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,57,24.331), (57,70,5.657), (70,48,11.18), (48,66,16.643), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 301.807      Capacidad: 63.0
--> Costo total: 2166.9539999999997          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((48,27,15.0),2), ((66,1,119.971),2), ((68,39,17.029),4), ((77,1,65.115),4), ((77,68,24.083),2), ((39,1,51.088),2), ((29,80,6.325),5), ((15,35,23.087),5), ((29,15,12.806),3), ((80,35,12.207),3), ((55,34,14.318),1), ((16,42,7.81),1), ((29,15,12.806),2), ((35,53,10.05),2), ((35,29,12.042),1), ((15,53,13.416),1), ((25,9,22.361),3), ((6,45,5.0),3), ((25,45,19.416),2), ((6,9,36.056),2), ((75,61,8.062),4), ((32,18,2.0),4), ((75,32,12.728),3), ((61,18,10.05),3), ((58,62,8.062),5), ((69,1,97.529),5), ((58,69,15.811),4), ((62,1,97.637),4), ((57,70,5.657),6), ((66,36,11.18),6), ((48,66,16.643),6), ((66,57,16.553),5), ((48,36,23.324),5), ((66,70,11.402),5), ((80,35,12.207),13), ((53,1,73.171),13), ((80,53,8.0),11), ((35,1,75.505),11), ((65,47,12.042),8), ((47,76,18.111),8), ((70,48,11.18),8), ((47,48,23.431),7), ((65,76,30.017),7), ((70,47,31.78),7), ((63,24,8.602),15), ((13,31,18.028),15), ((13,63,10.198),13), ((24,31,13.454),13)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 68, 77, 51, 59, 39]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,68,6.325), (68,77,24.083), (77,51,7.071), (51,59,15.264), (59,39,5.385), (39,1,51.088)]
Costo asociado: 168.829      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 61, 40, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,61,8.062), (61,40,2.236), (40,32,12.0), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.994      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 7, 25, 9]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,7,5.831), (7,25,4.0), (25,9,22.361), (9,1,95.859)]
Costo asociado: 213.72500000000002      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 29, 15, 49, 80, 53, 35]
Aristas: [(1,64,58.694), (64,12,6.708), (12,29,14.213), (29,15,12.806), (15,49,20.224), (49,80,10.817), (80,53,8.0), (53,35,10.05), (35,1,75.505)]
Costo asociado: 217.017      Capacidad: 97.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 5, 33, 23, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,5,18.439), (5,33,17.72), (33,23,10.0), (23,55,22.361), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 270.453      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 19, 20]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,19,27.659), (19,20,78.339), (20,1,101.833)]
Costo asociado: 318.648      Capacidad: 98.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 57, 70, 48, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,57,24.331), (57,70,5.657), (70,48,11.18), (48,66,16.643), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 301.807      Capacidad: 63.0
--> Costo total: 2177.9890000000005          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 35  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((48,27,15.0),1), ((66,1,119.971),1), ((68,39,17.029),3), ((77,1,65.115),3), ((77,68,24.083),1), ((39,1,51.088),1), ((29,80,6.325),4), ((15,35,23.087),4), ((29,15,12.806),2), ((80,35,12.207),2), ((29,15,12.806),1), ((35,53,10.05),1), ((25,9,22.361),2), ((6,45,5.0),2), ((25,45,19.416),1), ((6,9,36.056),1), ((75,61,8.062),3), ((32,18,2.0),3), ((75,32,12.728),2), ((61,18,10.05),2), ((58,62,8.062),4), ((69,1,97.529),4), ((58,69,15.811),3), ((62,1,97.637),3), ((57,70,5.657),5), ((66,36,11.18),5), ((48,66,16.643),5), ((66,57,16.553),4), ((48,36,23.324),4), ((66,70,11.402),4), ((80,35,12.207),12), ((53,1,73.171),12), ((80,53,8.0),10), ((35,1,75.505),10), ((65,47,12.042),7), ((47,76,18.111),7), ((70,48,11.18),7), ((47,48,23.431),6), ((65,76,30.017),6), ((70,47,31.78),6), ((63,24,8.602),14), ((13,31,18.028),14), ((13,63,10.198),12), ((24,31,13.454),12), ((58,62,8.062),9), ((17,44,2.0),9), ((58,17,12.042),8), ((62,44,9.055),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 68, 77, 51, 59, 39]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,68,6.325), (68,77,24.083), (77,51,7.071), (51,59,15.264), (59,39,5.385), (39,1,51.088)]
Costo asociado: 168.829      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 61, 40, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,61,8.062), (61,40,2.236), (40,32,12.0), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.994      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 7, 25, 9]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,7,5.831), (7,25,4.0), (25,9,22.361), (9,1,95.859)]
Costo asociado: 213.72500000000002      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 29, 15, 49, 80, 53, 35]
Aristas: [(1,64,58.694), (64,12,6.708), (12,29,14.213), (29,15,12.806), (15,49,20.224), (49,80,10.817), (80,53,8.0), (53,35,10.05), (35,1,75.505)]
Costo asociado: 217.017      Capacidad: 97.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 5, 33, 23, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,5,18.439), (5,33,17.72), (33,23,10.0), (23,55,22.361), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 270.453      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 19, 20]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,19,27.659), (19,20,78.339), (20,1,101.833)]
Costo asociado: 318.648      Capacidad: 98.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 57, 70, 48, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,57,24.331), (57,70,5.657), (70,48,11.18), (48,66,16.643), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 301.807      Capacidad: 63.0
--> Costo total: 2172.147          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((68,39,17.029),2), ((77,1,65.115),2), ((29,80,6.325),3), ((15,35,23.087),3), ((29,15,12.806),1), ((80,35,12.207),1), ((25,9,22.361),1), ((6,45,5.0),1), ((75,61,8.062),2), ((32,18,2.0),2), ((75,32,12.728),1), ((61,18,10.05),1), ((58,62,8.062),3), ((69,1,97.529),3), ((58,69,15.811),2), ((62,1,97.637),2), ((57,70,5.657),4), ((66,36,11.18),4), ((48,66,16.643),4), ((66,57,16.553),3), ((48,36,23.324),3), ((66,70,11.402),3), ((80,35,12.207),11), ((53,1,73.171),11), ((80,53,8.0),9), ((35,1,75.505),9), ((65,47,12.042),6), ((47,76,18.111),6), ((70,48,11.18),6), ((47,48,23.431),5), ((65,76,30.017),5), ((70,47,31.78),5), ((63,24,8.602),13), ((13,31,18.028),13), ((13,63,10.198),11), ((24,31,13.454),11), ((58,62,8.062),8), ((17,44,2.0),8), ((58,17,12.042),7), ((62,44,9.055),7), ((21,58,11.18),9), ((62,17,7.071),9), ((21,62,11.402),8), ((58,17,12.042),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 68, 77, 51, 59, 39]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,68,6.325), (68,77,24.083), (77,51,7.071), (51,59,15.264), (59,39,5.385), (39,1,51.088)]
Costo asociado: 168.829      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 61, 40, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,61,8.062), (61,40,2.236), (40,32,12.0), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.994      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 7, 25, 9]
